Vardas               Pavarde               ND1                 ND2                 ND3                 ND4                 ND5                 Egz.
Vardas8126           Pavarde8126           2                   10                  6                   7                   6                   9                   
Vardas8127           Pavarde8127           6                   7                   3                   5                   4                   6                   
Vardas8128           Pavarde8128           6                   3                   5                   8                   5                   2                   
Vardas8129           Pavarde8129           5                   3                   2                   8                   7                   9                   
Vardas8130           Pavarde8130           3                   1                   4                   4                   4                   6                   
Vardas8131           Pavarde8131           3                   3                   1                   6                   1                   8                   
Vardas8132           Pavarde8132           10                  4                   4                   4                   4                   8                   
Vardas8133           Pavarde8133           1                   6                   1                   5                   10                  3                   
Vardas8134           Pavarde8134           3                   1                   8                   2                   7                   5                   
Vardas8135           Pavarde8135           5                   2                   1                   4                   1                   2                   
Vardas8136           Pavarde8136           5                   10                  8                   3                   10                  2                   
Vardas8137           Pavarde8137           5                   9                   5                   6                   4                   8                   
Vardas8138           Pavarde8138           7                   7                   10                  9                   9                   2                   
Vardas8139           Pavarde8139           2                   3                   10                  5                   8                   2                   
Vardas8140           Pavarde8140           7                   8                   10                  9                   9                   6                   
Vardas8141           Pavarde8141           7                   1                   6                   8                   4                   2                   
Vardas8142           Pavarde8142           5                   2                   1                   3                   5                   6                   
Vardas8143           Pavarde8143           1                   1                   9                   10                  7                   6                   
Vardas8144           Pavarde8144           9                   6                   10                  10                  2                   7                   
Vardas8145           Pavarde8145           5                   6                   10                  2                   2                   6                   
Vardas8146           Pavarde8146           2                   9                   3                   1                   1                   4                   
Vardas8147           Pavarde8147           7                   5                   5                   4                   9                   7                   
Vardas8148           Pavarde8148           7                   2                   7                   2                   4                   5                   
Vardas8149           Pavarde8149           1                   2                   2                   3                   8                   8                   
Vardas8150           Pavarde8150           5                   1                   6                   10                  7                   7                   
Vardas8151           Pavarde8151           7                   5                   1                   8                   5                   8                   
Vardas8152           Pavarde8152           7                   7                   1                   4                   1                   1                   
Vardas8153           Pavarde8153           4                   6                   2                   4                   10                  4                   
Vardas8154           Pavarde8154           5                   10                  3                   7                   6                   2                   
Vardas8155           Pavarde8155           8                   2                   4                   6                   10                  5                   
Vardas8156           Pavarde8156           8                   6                   9                   9                   6                   9                   
Vardas8157           Pavarde8157           3                   3                   5                   3                   4                   3                   
Vardas8158           Pavarde8158           3                   5                   5                   4                   3                   4                   
Vardas8159           Pavarde8159           7                   1                   6                   2                   2                   3                   
Vardas8160           Pavarde8160           2                   5                   3                   6                   5                   4                   
Vardas8161           Pavarde8161           4                   5                   5                   5                   6                   6                   
Vardas8162           Pavarde8162           2                   2                   6                   10                  5                   4                   
Vardas8163           Pavarde8163           7                   2                   5                   10                  4                   10                  
Vardas8164           Pavarde8164           9                   9                   3                   3                   8                   5                   
Vardas8165           Pavarde8165           10                  3                   5                   5                   9                   1                   
Vardas8166           Pavarde8166           4                   7                   10                  9                   2                   10                  
Vardas8167           Pavarde8167           5                   6                   7                   9                   10                  6                   
Vardas8168           Pavarde8168           5                   6                   4                   8                   7                   5                   
Vardas8169           Pavarde8169           2                   1                   3                   8                   10                  5                   
Vardas8170           Pavarde8170           8                   9                   3                   8                   5                   6                   
Vardas8171           Pavarde8171           8                   5                   9                   1                   8                   1                   
Vardas8172           Pavarde8172           4                   10                  4                   10                  1                   6                   
Vardas8173           Pavarde8173           3                   7                   8                   3                   6                   9                   
Vardas8174           Pavarde8174           1                   5                   7                   8                   2                   8                   
Vardas8175           Pavarde8175           2                   2                   6                   10                  3                   1                   
Vardas8176           Pavarde8176           3                   9                   9                   9                   5                   10                  
Vardas8177           Pavarde8177           3                   1                   5                   3                   1                   7                   
Vardas8178           Pavarde8178           10                  2                   9                   3                   4                   1                   
Vardas8179           Pavarde8179           4                   9                   7                   9                   1                   8                   
Vardas8180           Pavarde8180           10                  1                   3                   4                   4                   10                  
Vardas8181           Pavarde8181           8                   2                   3                   6                   6                   6                   
Vardas8182           Pavarde8182           2                   8                   5                   7                   1                   7                   
Vardas8183           Pavarde8183           9                   1                   5                   9                   2                   1                   
Vardas8184           Pavarde8184           3                   2                   2                   7                   7                   6                   
Vardas8185           Pavarde8185           8                   9                   2                   7                   6                   8                   
Vardas8186           Pavarde8186           10                  10                  3                   3                   10                  5                   
Vardas8187           Pavarde8187           6                   2                   3                   8                   8                   2                   
Vardas8188           Pavarde8188           8                   9                   10                  1                   5                   2                   
Vardas8189           Pavarde8189           7                   3                   3                   1                   1                   4                   
Vardas8190           Pavarde8190           8                   9                   4                   1                   9                   8                   
Vardas8191           Pavarde8191           10                  4                   8                   10                  4                   10                  
Vardas8192           Pavarde8192           5                   9                   10                  1                   3                   8                   
Vardas8193           Pavarde8193           8                   5                   6                   5                   6                   2                   
Vardas8194           Pavarde8194           9                   5                   8                   9                   6                   4                   
Vardas8195           Pavarde8195           9                   1                   3                   7                   1                   3                   
Vardas8196           Pavarde8196           6                   9                   8                   5                   4                   6                   
Vardas8197           Pavarde8197           4                   7                   3                   8                   3                   1                   
Vardas8198           Pavarde8198           9                   3                   8                   5                   10                  9                   
Vardas8199           Pavarde8199           10                  9                   1                   6                   8                   10                  
Vardas8200           Pavarde8200           5                   8                   10                  7                   9                   4                   
Vardas8201           Pavarde8201           5                   7                   2                   3                   8                   6                   
Vardas8202           Pavarde8202           1                   4                   5                   10                  3                   5                   
Vardas8203           Pavarde8203           6                   2                   3                   3                   8                   1                   
Vardas8204           Pavarde8204           9                   3                   4                   1                   5                   6                   
Vardas8205           Pavarde8205           9                   6                   9                   5                   6                   3                   
Vardas8206           Pavarde8206           3                   8                   4                   6                   4                   5                   
Vardas8207           Pavarde8207           5                   10                  2                   10                  7                   7                   
Vardas8208           Pavarde8208           6                   8                   2                   3                   10                  7                   
Vardas8209           Pavarde8209           1                   4                   4                   5                   8                   1                   
Vardas8210           Pavarde8210           5                   3                   7                   2                   6                   6                   
Vardas8211           Pavarde8211           2                   10                  5                   9                   3                   7                   
Vardas8212           Pavarde8212           7                   2                   7                   3                   2                   10                  
Vardas8213           Pavarde8213           7                   3                   1                   2                   7                   8                   
Vardas8214           Pavarde8214           8                   10                  4                   1                   4                   3                   
Vardas8215           Pavarde8215           3                   6                   4                   2                   4                   2                   
Vardas8216           Pavarde8216           6                   5                   1                   1                   4                   4                   
Vardas8217           Pavarde8217           8                   3                   9                   3                   8                   3                   
Vardas8218           Pavarde8218           1                   6                   10                  4                   3                   1                   
Vardas8219           Pavarde8219           5                   2                   7                   3                   5                   2                   
Vardas8220           Pavarde8220           8                   5                   3                   7                   4                   1                   
Vardas8221           Pavarde8221           5                   2                   8                   6                   4                   6                   
Vardas8222           Pavarde8222           2                   7                   1                   9                   2                   3                   
Vardas8223           Pavarde8223           8                   6                   2                   6                   5                   10                  
Vardas8224           Pavarde8224           6                   8                   1                   3                   2                   2                   
Vardas8225           Pavarde8225           10                  9                   2                   9                   6                   1                   
Vardas8226           Pavarde8226           8                   6                   7                   8                   3                   3                   
Vardas8227           Pavarde8227           10                  10                  9                   5                   3                   3                   
Vardas8228           Pavarde8228           1                   10                  7                   4                   10                  9                   
Vardas8229           Pavarde8229           6                   5                   6                   1                   3                   5                   
Vardas8230           Pavarde8230           6                   5                   1                   9                   4                   7                   
Vardas8231           Pavarde8231           9                   3                   8                   9                   7                   1                   
Vardas8232           Pavarde8232           5                   2                   10                  8                   9                   2                   
Vardas8233           Pavarde8233           1                   4                   7                   3                   9                   1                   
Vardas8234           Pavarde8234           3                   8                   2                   3                   2                   7                   
Vardas8235           Pavarde8235           8                   4                   2                   1                   6                   8                   
Vardas8236           Pavarde8236           2                   6                   2                   4                   5                   8                   
Vardas8237           Pavarde8237           10                  10                  5                   6                   6                   7                   
Vardas8238           Pavarde8238           8                   7                   3                   10                  5                   1                   
Vardas8239           Pavarde8239           7                   2                   6                   10                  8                   6                   
Vardas8240           Pavarde8240           7                   10                  4                   4                   9                   1                   
Vardas8241           Pavarde8241           1                   9                   6                   6                   3                   8                   
Vardas8242           Pavarde8242           9                   10                  6                   4                   2                   4                   
Vardas8243           Pavarde8243           7                   9                   1                   4                   9                   1                   
Vardas8244           Pavarde8244           3                   1                   8                   7                   3                   7                   
Vardas8245           Pavarde8245           2                   2                   6                   2                   4                   3                   
Vardas8246           Pavarde8246           4                   9                   2                   7                   1                   8                   
Vardas8247           Pavarde8247           3                   9                   5                   1                   3                   7                   
Vardas8248           Pavarde8248           5                   2                   7                   4                   9                   2                   
Vardas8249           Pavarde8249           10                  9                   10                  10                  4                   7                   
Vardas8250           Pavarde8250           4                   6                   10                  7                   3                   2                   
Vardas8251           Pavarde8251           2                   3                   8                   9                   8                   8                   
Vardas8252           Pavarde8252           3                   4                   2                   7                   7                   9                   
Vardas8253           Pavarde8253           6                   5                   5                   2                   7                   4                   
Vardas8254           Pavarde8254           4                   7                   6                   6                   2                   5                   
Vardas8255           Pavarde8255           2                   2                   7                   1                   4                   5                   
Vardas8256           Pavarde8256           4                   4                   4                   1                   3                   2                   
Vardas8257           Pavarde8257           7                   5                   10                  8                   10                  10                  
Vardas8258           Pavarde8258           1                   10                  1                   7                   8                   7                   
Vardas8259           Pavarde8259           2                   3                   3                   9                   10                  3                   
Vardas8260           Pavarde8260           1                   8                   1                   10                  7                   3                   
Vardas8261           Pavarde8261           7                   1                   1                   1                   9                   6                   
Vardas8262           Pavarde8262           7                   4                   10                  1                   6                   9                   
Vardas8263           Pavarde8263           10                  8                   6                   7                   6                   1                   
Vardas8264           Pavarde8264           4                   10                  4                   4                   6                   9                   
Vardas8265           Pavarde8265           4                   7                   4                   6                   3                   1                   
Vardas8266           Pavarde8266           9                   6                   9                   1                   6                   6                   
Vardas8267           Pavarde8267           9                   8                   6                   2                   4                   3                   
Vardas8268           Pavarde8268           4                   3                   10                  10                  4                   6                   
Vardas8269           Pavarde8269           10                  9                   10                  4                   8                   7                   
Vardas8270           Pavarde8270           9                   6                   10                  4                   4                   4                   
Vardas8271           Pavarde8271           4                   7                   4                   1                   3                   2                   
Vardas8272           Pavarde8272           9                   9                   6                   2                   10                  9                   
Vardas8273           Pavarde8273           6                   1                   9                   10                  6                   2                   
Vardas8274           Pavarde8274           8                   8                   10                  8                   2                   9                   
Vardas8275           Pavarde8275           6                   4                   9                   1                   8                   10                  
Vardas8276           Pavarde8276           10                  7                   10                  1                   2                   3                   
Vardas8277           Pavarde8277           4                   6                   1                   4                   7                   5                   
Vardas8278           Pavarde8278           7                   9                   2                   9                   5                   1                   
Vardas8279           Pavarde8279           4                   5                   8                   7                   2                   10                  
Vardas8280           Pavarde8280           2                   10                  6                   1                   4                   7                   
Vardas8281           Pavarde8281           9                   3                   1                   4                   9                   1                   
Vardas8282           Pavarde8282           8                   10                  2                   6                   3                   8                   
Vardas8283           Pavarde8283           3                   8                   4                   6                   4                   1                   
Vardas8284           Pavarde8284           3                   6                   3                   2                   6                   9                   
Vardas8285           Pavarde8285           9                   1                   1                   4                   7                   8                   
Vardas8286           Pavarde8286           2                   4                   1                   2                   9                   4                   
Vardas8287           Pavarde8287           1                   3                   10                  1                   1                   6                   
Vardas8288           Pavarde8288           3                   2                   10                  6                   1                   2                   
Vardas8289           Pavarde8289           1                   2                   4                   5                   3                   3                   
Vardas8290           Pavarde8290           8                   1                   8                   4                   7                   7                   
Vardas8291           Pavarde8291           2                   5                   5                   1                   8                   2                   
Vardas8292           Pavarde8292           4                   9                   4                   6                   10                  1                   
Vardas8293           Pavarde8293           2                   8                   8                   7                   1                   7                   
Vardas8294           Pavarde8294           10                  10                  9                   3                   2                   7                   
Vardas8295           Pavarde8295           3                   3                   4                   6                   10                  8                   
Vardas8296           Pavarde8296           3                   3                   8                   5                   8                   7                   
Vardas8297           Pavarde8297           3                   3                   3                   5                   5                   2                   
Vardas8298           Pavarde8298           5                   6                   2                   2                   4                   10                  
Vardas8299           Pavarde8299           2                   7                   2                   4                   1                   10                  
Vardas8300           Pavarde8300           3                   1                   2                   7                   8                   6                   
Vardas8301           Pavarde8301           4                   10                  9                   3                   9                   1                   
Vardas8302           Pavarde8302           10                  4                   4                   2                   2                   5                   
Vardas8303           Pavarde8303           1                   10                  3                   2                   1                   8                   
Vardas8304           Pavarde8304           8                   10                  10                  8                   8                   6                   
Vardas8305           Pavarde8305           7                   7                   7                   4                   10                  7                   
Vardas8306           Pavarde8306           6                   3                   4                   5                   5                   8                   
Vardas8307           Pavarde8307           9                   8                   1                   9                   7                   1                   
Vardas8308           Pavarde8308           1                   7                   2                   2                   10                  4                   
Vardas8309           Pavarde8309           7                   5                   2                   5                   7                   1                   
Vardas8310           Pavarde8310           8                   9                   2                   4                   4                   5                   
Vardas8311           Pavarde8311           9                   7                   7                   10                  8                   1                   
Vardas8312           Pavarde8312           3                   5                   2                   2                   1                   8                   
Vardas8313           Pavarde8313           1                   7                   2                   8                   3                   4                   
Vardas8314           Pavarde8314           9                   10                  3                   4                   7                   4                   
Vardas8315           Pavarde8315           5                   7                   6                   1                   4                   8                   
Vardas8316           Pavarde8316           6                   4                   9                   6                   6                   9                   
Vardas8317           Pavarde8317           4                   9                   10                  5                   1                   10                  
Vardas8318           Pavarde8318           9                   5                   3                   8                   6                   5                   
Vardas8319           Pavarde8319           8                   3                   6                   5                   7                   6                   
Vardas8320           Pavarde8320           1                   10                  3                   2                   6                   4                   
Vardas8321           Pavarde8321           9                   10                  2                   3                   5                   10                  
Vardas8322           Pavarde8322           5                   10                  10                  9                   4                   6                   
Vardas8323           Pavarde8323           7                   1                   2                   4                   1                   3                   
Vardas8324           Pavarde8324           10                  8                   4                   3                   4                   4                   
Vardas8325           Pavarde8325           2                   2                   7                   6                   2                   2                   
Vardas8326           Pavarde8326           1                   8                   2                   6                   6                   7                   
Vardas8327           Pavarde8327           6                   6                   8                   1                   7                   7                   
Vardas8328           Pavarde8328           2                   2                   5                   8                   7                   2                   
Vardas8329           Pavarde8329           8                   10                  7                   3                   10                  2                   
Vardas8330           Pavarde8330           4                   6                   8                   1                   8                   6                   
Vardas8331           Pavarde8331           7                   9                   8                   5                   3                   1                   
Vardas8332           Pavarde8332           4                   9                   1                   9                   6                   3                   
Vardas8333           Pavarde8333           4                   7                   3                   4                   2                   2                   
Vardas8334           Pavarde8334           10                  8                   6                   9                   10                  1                   
Vardas8335           Pavarde8335           3                   2                   6                   4                   5                   8                   
Vardas8336           Pavarde8336           4                   9                   10                  10                  6                   2                   
Vardas8337           Pavarde8337           9                   9                   5                   4                   1                   10                  
Vardas8338           Pavarde8338           9                   6                   8                   8                   7                   4                   
Vardas8339           Pavarde8339           10                  9                   2                   7                   1                   9                   
Vardas8340           Pavarde8340           5                   2                   5                   10                  3                   4                   
Vardas8341           Pavarde8341           9                   7                   2                   7                   2                   10                  
Vardas8342           Pavarde8342           8                   8                   4                   1                   2                   10                  
Vardas8343           Pavarde8343           3                   6                   4                   2                   7                   2                   
Vardas8344           Pavarde8344           4                   7                   10                  3                   3                   2                   
Vardas8345           Pavarde8345           2                   2                   8                   4                   4                   7                   
Vardas8346           Pavarde8346           7                   9                   9                   3                   9                   10                  
Vardas8347           Pavarde8347           8                   7                   6                   4                   9                   2                   
Vardas8348           Pavarde8348           3                   10                  7                   10                  4                   4                   
Vardas8349           Pavarde8349           1                   3                   5                   3                   8                   3                   
Vardas8350           Pavarde8350           1                   7                   7                   8                   9                   7                   
Vardas8351           Pavarde8351           10                  5                   6                   3                   6                   6                   
Vardas8352           Pavarde8352           3                   6                   1                   1                   2                   10                  
Vardas8353           Pavarde8353           6                   5                   6                   8                   1                   8                   
Vardas8354           Pavarde8354           5                   5                   9                   3                   6                   4                   
Vardas8355           Pavarde8355           9                   6                   8                   8                   8                   2                   
Vardas8356           Pavarde8356           5                   1                   1                   5                   1                   9                   
Vardas8357           Pavarde8357           5                   8                   10                  3                   10                  10                  
Vardas8358           Pavarde8358           9                   8                   2                   8                   3                   7                   
Vardas8359           Pavarde8359           8                   8                   9                   1                   2                   9                   
Vardas8360           Pavarde8360           2                   3                   9                   6                   7                   10                  
Vardas8361           Pavarde8361           3                   8                   6                   8                   6                   5                   
Vardas8362           Pavarde8362           7                   2                   2                   9                   10                  7                   
Vardas8363           Pavarde8363           3                   9                   2                   1                   8                   10                  
Vardas8364           Pavarde8364           9                   2                   4                   3                   9                   6                   
Vardas8365           Pavarde8365           8                   1                   8                   9                   10                  8                   
Vardas8366           Pavarde8366           6                   2                   5                   9                   10                  3                   
Vardas8367           Pavarde8367           6                   3                   3                   10                  8                   6                   
Vardas8368           Pavarde8368           9                   2                   1                   2                   2                   7                   
Vardas8369           Pavarde8369           4                   7                   5                   9                   7                   4                   
Vardas8370           Pavarde8370           3                   2                   4                   6                   9                   2                   
Vardas8371           Pavarde8371           9                   8                   9                   10                  8                   3                   
Vardas8372           Pavarde8372           10                  8                   2                   7                   4                   7                   
Vardas8373           Pavarde8373           5                   6                   1                   4                   6                   3                   
Vardas8374           Pavarde8374           6                   3                   3                   9                   8                   8                   
Vardas8375           Pavarde8375           4                   9                   8                   5                   1                   5                   
Vardas8376           Pavarde8376           9                   8                   1                   3                   9                   9                   
Vardas8377           Pavarde8377           7                   9                   8                   1                   10                  7                   
Vardas8378           Pavarde8378           1                   7                   4                   5                   2                   9                   
Vardas8379           Pavarde8379           9                   7                   1                   6                   1                   6                   
Vardas8380           Pavarde8380           6                   10                  7                   1                   8                   1                   
Vardas8381           Pavarde8381           10                  5                   4                   2                   2                   8                   
Vardas8382           Pavarde8382           9                   9                   10                  3                   1                   1                   
Vardas8383           Pavarde8383           3                   1                   4                   10                  8                   1                   
Vardas8384           Pavarde8384           7                   4                   2                   7                   6                   10                  
Vardas8385           Pavarde8385           6                   4                   2                   5                   1                   9                   
Vardas8386           Pavarde8386           4                   4                   3                   9                   1                   8                   
Vardas8387           Pavarde8387           9                   4                   2                   4                   6                   8                   
Vardas8388           Pavarde8388           4                   9                   4                   10                  2                   8                   
Vardas8389           Pavarde8389           6                   7                   9                   8                   2                   1                   
Vardas8390           Pavarde8390           8                   2                   7                   10                  4                   1                   
Vardas8391           Pavarde8391           2                   9                   6                   8                   9                   3                   
Vardas8392           Pavarde8392           2                   2                   5                   3                   4                   7                   
Vardas8393           Pavarde8393           8                   5                   3                   7                   3                   5                   
Vardas8394           Pavarde8394           10                  7                   3                   9                   5                   1                   
Vardas8395           Pavarde8395           2                   9                   3                   4                   9                   8                   
Vardas8396           Pavarde8396           2                   2                   1                   2                   10                  1                   
Vardas8397           Pavarde8397           4                   10                  8                   8                   3                   10                  
Vardas8398           Pavarde8398           5                   4                   1                   9                   8                   3                   
